id,Y,T,X1,X2,X3,X4
77,1.56803706,1,1,-1.826285626,1,-0.327443483
78,-1.604671547,0,0,-0.347779004,0,0.924526182
79,-1.579919092,0,0,-0.864248603,0,0.155858644
80,1.262456614,1,1,-0.557697606,0,-1.104504124
81,0.18288296,0,0,1.12716775,0,1.328537594
82,0.752882247,0,1,-0.757135094,1,0.632967994
83,-1.158040878,0,1,0.171673001,1,-1.179523828
84,0.840067348,0,0,1.491465851,1,-0.929847769
85,1.512877215,0,1,-0.137222419,0,-0.312959053
86,-0.650282022,0,1,-0.989696906,1,-0.651780452
87,0.678606992,0,0,0.922270198,0,0.675776053
88,0.116234844,0,0,0.176283233,1,1.13099925
89,2.260559027,0,0,1.463988622,1,-2.043964811
90,-0.330506498,0,0,-0.843574967,0,0.197763027
91,-1.878659536,0,1,-1.830196072,1,-1.04605417
92,0.427298725,1,1,0.73963582,0,-1.206640326
93,0.509147664,0,0,1.249097037,1,-0.306861256
94,0.766061806,1,1,1.29328242,0,-1.567781039
95,1.781793388,0,1,1.054928972,1,0.204643904
96,0.312294686,0,1,0.023120739,1,1.857308302
97,-3.137941471,0,0,-0.865979699,0,0.116676032
98,-1.360763814,0,0,-1.709734742,1,1.307209119
99,0.678429865,1,0,2.538282175,0,-0.93678925
100,0.525649586,0,0,-0.214456038,1,0.340361971
101,0.724732308,0,1,-0.943257352,1,1.107013778
102,-0.69074074,1,1,-1.083671954,0,-0.390312555
103,0.78257003,0,0,-0.388585278,0,-1.458321422
104,-0.136951389,0,0,0.206102786,1,1.285934438
105,1.010194121,0,0,0.698412715,0,0.421350016
106,-0.175753865,0,1,0.434523892,0,-0.659315005
107,2.301726865,1,1,-0.828733157,1,1.105849444
108,2.078915579,0,1,0.07450334,1,-0.951417166
109,1.244928703,0,1,0.441843986,1,-0.136156264
110,1.013690096,0,0,0.8755742,1,-0.284014301
111,-1.78821086,0,0,-0.284432422,0,0.244378092
112,1.947213058,1,0,-0.051521193,1,-0.271234103
113,-1.100227139,0,0,0.155340423,0,0.413193703
114,0.652647058,1,1,-0.464494362,1,-1.817379579
115,-1.400644647,0,0,-0.469009091,1,-0.122185652
116,1.686169388,0,1,-0.780445955,1,-1.418738887
117,1.015047552,0,1,0.81704629,0,0.224482106
118,2.481793115,0,1,2.764795442,1,0.662084262
119,-0.179052114,0,0,0.701020518,1,-0.089169112
120,2.155679479,0,1,-0.111757771,0,0.336122061
121,5.69454506,1,1,1.12896955,1,2.200294266
122,-0.324781788,0,0,-0.742414968,1,0.287035332
123,3.754313745,1,0,0.762511451,1,0.421864676
124,0.920812773,0,1,1.00454169,1,-0.67039061
125,-0.874410697,1,1,-0.988740551,0,-1.627506024
126,-2.60732621,0,1,-0.364045787,1,-1.528038604
127,0.920754547,1,0,-0.426202784,1,-0.212090048
128,1.40871729,1,1,-0.585157431,1,0.153236642
129,-0.161368554,0,1,-0.533639076,1,0.729858794
130,1.778269244,0,0,1.252560445,0,0.989113566
131,0.3826468,0,1,0.310405961,1,0.645667541
132,0.240414231,0,0,0.451385103,0,0.304002853
133,1.453610793,0,1,0.41396293,1,-1.908131089
134,1.892293161,0,1,0.77901912,1,1.352950092
135,-0.160401575,0,1,0.792767593,1,-1.166534573
136,1.547991866,1,0,0.564592604,1,0.004768267
137,1.193391116,0,0,0.458650264,1,-0.36409496
138,1.961370585,0,0,0.632367113,1,-0.169069601
139,0.418132887,0,0,-0.455647636,0,-0.570073592
140,-2.598505212,0,1,-1.828376484,0,-0.386034477
141,0.36458397,0,0,0.950647866,1,1.042115259
142,2.563312097,1,0,0.278527937,1,0.327296631
143,0.877506368,0,1,0.742481098,0,-2.199049473
144,-0.47731392,0,1,-0.965976802,1,1.563910248
145,-0.403680366,1,0,0.704759787,0,-0.277801694
146,1.429145105,0,1,0.28366675,1,-0.287768542
147,2.012180762,1,1,1.261139632,0,0.577055646
148,-0.905059199,1,0,-0.21444287,0,-0.096068033
149,2.788379851,0,1,0.264734047,1,0.297853722
150,3.14159381,1,1,-0.466704786,1,-0.469256895
151,-0.904131696,0,0,-0.71019478,1,-0.609089112
152,1.25522306,0,1,-0.143504912,0,0.068813066
153,-1.422643843,1,0,-0.531157474,1,-1.90884719
154,0.029731384,0,0,-0.777198109,1,0.668390377
155,2.09724097,0,1,0.54559388,1,-0.608593236
156,1.583847187,0,0,2.286622347,0,-0.234949833
157,0.624343304,0,1,0.121452676,1,1.518773191
158,-1.513387274,0,1,-1.408422286,1,-0.104390266
159,1.15647989,0,1,-0.251696313,0,0.241479527
160,-0.133538559,0,0,0.561206807,1,2.00616214
161,-0.225867991,0,0,0.65938534,1,-0.532601606
162,1.418045839,0,1,-0.124256437,1,-1.321362463
163,-0.439275723,0,1,0.573317203,1,-0.766452354
164,0.294074782,1,0,-0.470753738,0,-0.121760366
165,-2.444008044,1,1,-1.975783845,0,0.659142632
166,2.865022803,0,1,1.235417237,1,0.121303686
167,2.638592579,0,0,0.868041094,0,1.503943885
168,-2.387879234,0,1,-0.145196796,0,0.415436436
169,-0.317910673,0,1,0.520208167,1,0.017002741
170,1.833230284,1,1,1.815302697,0,-1.212689668
171,4.884936287,1,1,-0.366997068,1,1.277658772
172,1.463508005,1,0,0.368935543,1,-0.320815887
173,0.169640485,0,1,-1.518240092,1,-0.471714364
174,7.168694156,1,1,0.151660013,1,1.830828411
175,2.158869543,1,1,-0.169917529,1,-0.176333195
176,0.973442407,0,0,-0.410668548,1,1.08790279
177,-1.604311615,0,0,0.801890943,1,0.001607726
178,1.24715244,0,0,0.986223814,0,-0.458783005
179,0.556733532,0,0,0.179401919,1,0.318564865
180,1.069609209,0,0,0.17061388,0,-0.202279473
181,0.038294684,0,1,-0.594728705,1,-0.256108542
182,-1.226611751,0,0,-0.116094938,1,0.344543566
183,-0.716771853,0,0,-0.66205866,1,0.373724492
184,0.132085301,0,1,-0.761961152,1,1.552581519
185,0.391306449,0,0,0.621091311,1,0.005297457
186,3.002136863,0,1,1.214809866,0,2.809209865
187,-1.552126655,1,0,-1.548272764,0,-0.89628225
188,-0.032011896,0,1,-0.33381193,0,0.270919045
189,1.500154101,1,1,0.501518362,0,-0.218600346
190,1.549086946,1,1,-1.100025518,0,2.699384176
191,1.211158551,1,0,-1.335320075,0,0.612522181
192,0.76195787,0,1,0.330882641,1,-0.237103506
193,0.447286557,0,0,0.87766856,1,0.842378227
194,-0.257842235,0,1,-0.198466785,1,-0.827197254
195,-0.155982661,1,0,-0.15366398,0,0.5308274
196,-0.962761775,0,1,0.809645127,1,1.312393941
197,-0.257076512,0,0,-1.211314868,0,-0.444985238
198,-1.205162107,0,1,-0.065447811,1,-0.17996855
199,0.203940003,1,0,-0.014910471,1,-1.655266233
200,0.586371871,0,0,0.926288395,1,-0.561581129
201,-0.002012941,1,1,-0.775644759,1,0.30615338
202,-0.67132129,0,0,-1.30886878,1,0.357196767
203,1.532903158,0,1,1.855048467,1,-0.700518324
204,0.631224358,0,1,-0.570171599,1,-1.111232255
205,1.27142983,1,1,0.599578275,1,0.012154741
206,0.606847563,0,1,0.79284384,0,1.072096563
207,0.477676585,0,0,-0.290891542,1,-1.155685794
208,0.964130304,0,1,-1.035026246,0,1.323386409
209,0.048771665,0,1,0.286887057,0,2.145639874
210,0.842259582,0,0,0.361291235,1,-0.506001291
211,-1.051954301,0,1,-1.212151297,1,-0.039507413
212,1.263343654,0,1,-0.126827841,0,-0.845914322
213,1.152571474,0,0,-0.880175897,1,-0.996278904
214,-2.298109846,0,1,-0.519518517,0,-0.386488435
215,1.473559468,0,0,0.074059381,1,0.038875588
216,0.471002016,0,0,1.567283545,0,-0.014815093
217,0.705548495,1,0,-0.437142704,0,-0.081403238
218,1.203764509,0,0,1.673115951,0,0.376573329
219,1.444110415,0,1,0.228346724,1,1.205050979
220,-0.698037055,0,0,-0.539198509,1,0.890162033
221,-0.340903428,0,0,-0.204567084,0,-0.381596142
222,2.199690593,1,1,-0.337493919,1,-0.634123496
223,4.251119814,1,0,0.911833488,1,0.176218203
224,-1.034799753,0,1,-0.786563438,1,0.397919053
225,-1.047776079,1,1,-0.383908811,1,-1.56137054
226,0.144036565,0,0,0.789907988,1,-0.256077884
227,1.264270454,0,0,-0.192204293,0,1.153233513
228,0.768875472,0,1,0.552010156,1,1.058339073
229,0.212289143,0,0,-0.060931542,1,0.433970406
230,0.996149037,0,0,-0.62687148,0,0.917758731
231,-1.389023812,0,0,-1.219759704,0,-0.158066172
232,-0.324268245,0,0,0.627062674,0,1.986769087
233,-0.187396807,0,0,-0.889809951,0,0.242319732
234,1.46116191,0,1,0.393448546,1,1.469171725
235,-1.161657207,0,1,-0.032806542,0,0.537478732
236,2.323951721,1,0,0.734335889,0,0.517166133
237,0.529329985,0,0,1.186889509,1,-1.881718147
238,-0.088667039,0,1,-0.642062668,1,0.802274363
239,-0.771478429,0,1,0.107060338,0,0.543428221
240,1.37078303,1,1,0.184238826,1,-0.617326214
241,0.901242073,0,0,-0.345839762,1,-0.835978958
242,-0.937128219,0,0,0.578481441,1,0.500213053
243,2.146275379,1,1,-0.853404356,1,-0.174946406
244,-0.537460252,0,0,0.771133149,1,-0.258452692
245,-0.012414347,0,0,1.375180848,1,0.313299847
246,0.437341805,1,0,1.116423541,0,-0.771247981
247,-1.83193263,0,1,-1.094630237,0,0.262593532
248,2.175536221,1,0,0.136062943,0,1.513933477
249,-0.631543496,0,1,-0.827296656,1,-1.221285634
250,1.380604335,0,1,0.24754925,0,0.789164339
251,1.757184241,0,0,0.363056661,1,-1.513748726
252,-1.204536029,0,0,-0.775016918,1,0.731960682
253,-0.278667887,0,1,-0.041524869,0,-0.780679454
254,1.742337374,1,0,0.370174513,0,-0.124196814
255,3.015060776,0,0,1.871198248,1,1.776084004
256,0.804960295,0,1,-1.174123138,1,0.442912444
257,5.233292045,1,1,0.851894877,1,1.808152115
258,-3.592261186,1,1,-2.197178789,0,-1.063811092
259,-0.054156838,1,0,-0.127711799,1,0.490201773
260,-0.029508579,0,0,1.705422571,0,-0.12705123
261,2.332347203,1,1,0.269627483,0,-0.18963584
262,0.396142327,0,0,-0.089958836,0,2.011369624
263,0.477043252,0,1,0.009410733,1,-1.859625435
264,3.175224361,1,0,0.608914892,1,0.990581781
265,-0.47204554,0,0,0.714544691,0,0.08526411
266,2.019409784,0,0,2.849070367,1,-0.392607803
267,3.473292125,1,0,0.099435499,1,1.184185302
268,2.224994303,0,0,0.953603402,0,-0.091980433
269,1.633993828,0,0,0.507376,0,-0.835216545
270,0.292591797,0,1,-0.149849508,0,0.298762131
271,1.570582808,1,0,-0.429967622,1,-0.875693418
272,-1.381093624,0,0,-0.767147629,1,-0.271377151
273,-1.015477031,0,0,-0.242517045,0,-0.738643888
274,0.846014204,0,0,0.171737673,1,-1.049511324
275,1.123954395,0,1,1.252070709,1,-0.6444982
276,-0.429323151,0,0,-0.370630459,0,1.079303449
277,2.1348704,1,1,-0.502856335,1,-0.868467177
278,0.511701901,0,0,-0.475652999,0,-0.57672995
279,0.006796242,0,1,-1.603902011,1,0.405923352
280,-0.454630892,0,0,-0.417778759,1,-0.698573291
281,0.451454661,0,1,-0.683046597,1,0.444365864
282,1.892764473,0,0,2.089176129,0,-0.628435987
283,-0.215383939,0,0,0.390810303,1,0.365934447
284,-0.009302198,1,1,1.355097354,0,-0.769348795
285,2.401702559,0,0,1.287527169,1,-0.239130425
286,1.859937204,0,1,0.520379512,0,-1.217255431
287,0.959712274,0,1,-0.039786353,1,0.793342823
288,0.672181709,1,1,-0.18871496,0,0.480800246
289,-0.705525426,0,1,-1.539713801,0,-0.666132014
290,1.421622088,0,1,-0.202072196,0,0.244448099
291,-1.812401599,0,0,-1.274106448,1,-0.031143622
292,0.28708404,0,1,0.168370599,0,0.811604011
293,1.585860548,0,0,2.672912476,1,0.811994833
294,1.167199281,0,1,0.284103747,1,0.825206436
295,1.148095583,0,0,1.924513568,0,0.033604138
296,0.862704898,0,1,0.055589546,1,-0.557957204
297,2.620484516,1,1,0.017101377,1,1.889271093
298,-0.753431217,0,1,-1.012749649,1,-0.158433577
299,1.566329764,0,0,0.080401551,0,-0.698221831
300,-0.445234213,0,1,0.723616268,1,0.385254238
301,-1.477819079,0,0,-1.492293183,1,-0.748641617
302,0.186112971,0,1,0.788997259,1,0.580831768
303,-1.26476215,0,0,-1.387416195,1,0.663165008
304,-1.457645381,0,0,-1.467839604,1,-0.276975347
305,-0.164739517,0,0,-0.713425996,0,2.586327394
306,0.215773839,0,1,-0.020286907,1,-0.057599736
307,-0.204104277,0,0,-0.229843109,0,0.397653581
308,1.93767565,0,1,0.716571404,1,-0.075310207
309,-0.758867096,0,1,-2.047264487,1,-1.111783058
310,-0.415341581,0,0,-0.135629089,1,-0.325203552
311,4.808386118,1,1,-0.377909021,1,0.66530291
312,-1.724660581,0,1,0.512040114,0,1.550397015
313,-0.087588705,1,0,-1.359218949,1,-0.037115174
314,0.088778005,0,0,0.411234325,0,1.076509265
315,0.657504674,0,0,-0.397814981,1,-1.421541578
316,0.382656968,0,1,-0.678648789,1,0.917353626
317,-1.00561269,1,1,0.644563526,1,-1.671777325
318,1.912309527,0,1,1.295767391,0,-0.259667439
319,1.811452554,0,1,0.26658031,0,-0.150069174
320,0.493244315,0,1,-0.956961915,0,0.39195041
321,-0.844929316,0,0,0.472723221,1,1.625389288
322,1.163984733,0,0,0.76232086,1,-0.23798049
323,3.296163339,1,1,0.770806419,1,-0.312427124
324,2.516356236,0,0,1.262580236,1,-0.077202932
325,-0.629210694,0,0,0.255182755,1,0.506989478
326,0.342287227,0,0,0.685662921,1,1.109749113
327,0.783826587,0,0,1.45243559,0,-0.702746236
328,-0.069226721,0,1,0.946515344,0,-1.374242647
329,-1.96484571,0,0,-2.492933592,1,0.698801392
330,0.425957149,0,1,0.698660843,1,-0.49355053
331,2.833623847,1,1,1.003406618,1,0.434421255
332,0.531747575,0,1,1.36861071,0,-0.670963295
333,1.688762927,0,1,-1.640509013,0,-1.110270225
334,-0.752242556,0,1,-1.173898666,1,0.192705449
335,1.2537879,0,0,0.82210734,1,0.73252983
336,0.532057232,0,0,0.797115272,0,1.105952229
337,-2.338558555,0,0,-1.894157284,1,0.571819926
338,0.036205763,0,1,-0.566847268,1,0.770540779
339,1.329126337,0,0,0.845896054,0,-0.55143229
340,1.672555598,0,0,0.14282792,1,0.676941301
341,2.761910816,0,1,0.033513328,1,-0.252393199
342,-0.635886702,0,1,-0.998575088,0,0.030631109
343,-0.170386497,0,0,0.504112478,1,-0.768995533
344,3.592027396,0,1,0.216278816,0,1.626924826
345,1.703760397,0,0,-0.540796829,1,0.056861632
346,2.801797638,1,0,-0.204423188,1,0.682278548
347,1.557516163,1,0,0.616845294,1,-1.067069983
348,-2.703473037,0,0,-0.096278488,0,0.94092433
349,5.215615109,1,1,1.299005125,1,0.801133436
350,1.270457765,0,1,1.837479292,0,-0.02654112
351,4.513544287,1,1,-0.21077002,1,0.571841097
352,2.062401824,1,1,-0.138022125,1,0.5395498
353,0.609696359,0,0,0.914749868,1,0.795297089
354,1.273049756,0,0,-0.068499051,1,-1.156272998
355,0.631176963,0,0,0.180189655,1,-0.795549364
356,-0.017222561,0,0,-0.082390758,0,-0.047714194
357,-1.337896778,0,0,-0.200124235,0,-0.443711367
358,1.310492037,0,0,1.249915571,1,1.200514343
359,0.96810673,1,1,-1.038661967,1,-0.630537764
360,0.638568481,1,0,0.352432976,1,-0.748439461
361,-0.651986432,0,1,-0.046166185,1,-0.321499121
362,-0.342922622,0,0,-1.159810845,1,0.925040565
363,0.201663893,0,1,-0.138716302,1,0.809884687
364,-0.56384646,0,0,-0.503383644,0,-0.842285585
365,-1.615460018,1,0,-1.428870621,0,-1.305925772
366,2.513614417,1,1,-0.165739453,1,0.068225754
367,0.722142943,0,1,0.033128739,1,-1.913002806
368,-0.815283072,0,0,-0.347727713,1,0.029459174
369,3.336888967,0,1,0.88706939,1,0.832185063
370,4.879370633,1,1,-0.076583686,1,1.855793408
371,0.131744079,0,1,-0.092801533,1,0.008619315
372,1.207445228,0,1,1.093550705,1,-1.89145413
373,2.7702801,1,0,0.743353909,1,1.356598976
374,1.319675522,0,1,0.3111313,0,-0.463205279
375,3.257912788,1,1,0.17572375,1,0.202059768
376,-0.625597347,0,0,0.218397673,1,-0.41151286
377,-0.705805266,1,1,-0.412390162,0,-0.555771171
378,2.078848882,0,0,1.305005811,0,1.661268624
379,1.495758933,0,1,0.424923249,1,-0.126460079
380,-0.082305308,0,0,1.278620113,1,-0.062514769
381,-1.384662365,0,0,-1.003888677,1,0.077257067
382,-2.559971542,0,1,-0.536049785,0,0.146012632
383,-2.022074663,1,1,-1.672037823,0,-1.530653106
384,-0.829439561,0,1,0.104472132,1,-0.405819621
385,0.857883619,0,1,0.563792598,0,0.796876123
386,1.482384408,1,0,0.460022079,1,0.754126081
387,-1.283405875,0,0,-0.583977888,0,-1.224973678
388,1.076494076,1,1,-2.023887342,1,0.406190437
389,1.438579376,0,1,-0.61123021,0,0.077234725
390,3.498172133,1,0,1.995101166,0,1.262309219
391,1.961594223,0,0,2.569520191,1,-0.095651593
392,3.30620137,1,0,1.24063669,1,-0.2653473
393,0.43241632,0,1,-0.711495847,0,1.451251326
394,0.40530088,0,0,-0.333494468,1,-0.090395749
395,-1.799524825,0,0,-1.793438031,0,-0.174057732
396,1.632475111,0,0,1.419054121,0,1.208395889
397,-1.042237422,1,0,0.229327504,0,-1.830752238
398,-0.447105368,0,0,-1.480346835,1,-1.514576225
399,-0.209114958,0,0,-0.691558536,1,-1.990330003
400,-0.712451216,0,1,-0.110298494,1,0.612100428
401,-0.145879392,0,0,-0.592229772,0,-1.635094201
402,0.641139053,0,0,-0.101921257,0,-2.353660232
403,1.278784359,0,1,1.518367596,1,0.400283919
404,-0.601001848,0,0,-0.256559724,1,-0.221902318
405,-0.713093519,0,1,-1.015283946,1,-0.124865166
406,2.402754689,1,0,0.229037546,1,-0.796837461
407,0.812896124,1,1,0.529247782,0,-0.277254766
408,1.102932141,1,0,-0.322725457,1,-0.741576727
409,-1.354311737,0,0,-0.597875864,0,0.339671967
410,0.165946142,1,0,0.48669575,0,0.325012162
411,1.837277483,1,0,1.143029308,1,-1.795728157
412,-0.959548464,0,0,-0.031016385,1,-0.553328365
413,2.110330172,1,1,0.836136874,0,0.680362343
414,-0.031794422,0,1,-1.091050132,0,1.229515385
415,-1.861157427,1,0,-1.736936636,0,0.103456814
416,0.287188838,0,1,-0.636174543,1,0.444846156
417,0.050921858,1,0,0.016890162,0,0.005340879
418,1.093748151,0,0,0.936794822,1,1.696991456
419,-0.537372292,1,0,-0.311427508,0,-0.878629581
420,4.959521767,1,1,1.06838725,0,1.099098579
421,1.046969066,0,1,0.594704239,1,1.214509301
422,2.901312083,0,0,0.934772109,0,2.152013915
423,-0.27646834,0,1,0.442057767,1,2.662825489
424,-0.556929056,1,1,-1.194266012,0,-1.116279257
425,0.282744982,0,0,-0.31180705,1,0.420371121
426,2.463461491,1,1,1.505143732,0,1.356793097
427,-0.645816754,0,1,-1.284810192,0,1.687275911
428,-0.403617681,0,0,-2.16262221,1,0.286170294
429,1.314812989,0,1,0.864810637,0,-1.18190201
430,-1.726603994,0,0,-0.271470145,0,1.550498521
431,3.186234365,1,0,-1.369525922,1,1.081940805
432,-0.234864885,0,0,0.668859987,0,0.404758952
433,0.788180428,0,0,0.048742041,1,-0.005342709
434,0.295086938,0,0,-0.185880578,0,0.975745699
435,-1.31166964,1,0,0.411491689,1,-2.419854252
436,-0.6636161,0,0,-0.360328371,1,0.634492244
437,0.374818548,0,1,-0.831914135,1,-2.540846148
438,0.698873012,0,0,-0.756665708,1,0.242680386
439,-0.775369585,0,1,-0.111797465,1,-0.308242303
440,2.807117915,1,0,0.886738834,1,0.245099975
441,1.500589055,0,0,0.551504683,1,1.509521522
442,1.186741536,0,0,0.918049888,1,0.274681691
443,0.968833644,0,1,-0.154425518,0,-1.076948263
444,2.263562285,1,0,-0.123243681,1,0.190222034
445,-0.183343185,0,0,-0.793237464,0,0.024534559
446,-0.373462527,0,1,-0.880420179,0,0.979857455
447,0.83277573,0,1,-0.067058161,0,0.730050229
448,-1.542293893,0,0,-0.293667577,0,0.77079636
449,-1.829972953,0,1,-0.081022061,1,-0.088414661
450,3.03631318,1,0,0.090631322,1,0.485407506
451,-0.212724192,0,0,-0.183473457,1,-1.76669834
452,0.138461767,0,1,-0.944310618,0,-0.274210981
453,-1.221606081,0,0,-2.237117356,1,0.610228322
454,1.093588972,0,1,1.018872305,0,2.064597374
455,1.003464488,1,1,-1.302851007,1,-0.232901174
456,-1.442901847,0,0,0.659020146,1,0.283638382
457,0.005217397,0,0,-1.766905839,1,0.448162894
458,-1.224199551,0,0,-0.683579431,0,0.096468748
459,-0.144126121,0,1,0.353765938,1,-0.440291965
460,1.314812311,0,1,0.939427642,0,-0.722519129
461,-2.042239028,0,0,-0.851660516,1,0.093818515
462,-0.93244533,0,0,-0.361834408,0,0.496775878
463,-1.066874876,0,1,-0.034119167,1,1.044198673
464,1.713863132,0,1,0.282430335,1,0.146668353
465,-0.676952904,0,1,-0.735326197,1,-0.242721936
466,-0.14199122,0,0,-1.292029923,0,-0.24293961
467,-1.286165311,0,1,-0.404212407,0,0.49478226
468,2.362544817,1,0,-0.51328098,1,0.722321515
469,-4.590283748,1,0,-1.286340881,0,-3.487549042
470,-1.084361644,0,1,0.655197683,0,1.761612785
471,1.916132435,0,0,0.086182271,0,0.063032306
472,1.211330043,0,1,0.472605117,1,-0.167258997
473,2.132915925,1,0,1.696386223,1,-0.757543927
474,-0.687832254,1,0,-0.091868915,0,-0.713843202
475,4.962443475,1,1,0.894038139,1,1.086701122
476,1.910841376,0,0,2.018931223,1,0.892002026
477,0.720476515,0,1,0.598049904,1,1.203970174
478,-0.418761411,0,0,-0.292300776,0,-0.159687313
479,2.230103216,1,1,0.19293789,0,1.233210494
480,-0.342216438,0,0,-0.334656252,1,-0.855946864
481,0.996876584,1,0,1.174443306,1,0.498336951
482,1.276897989,0,1,0.052621787,1,-0.748727114
483,1.792837059,1,1,0.366786673,1,-1.129028899
484,-1.169898668,0,1,0.525623317,1,0.285688559
485,1.553549307,0,0,0.994800165,0,1.821884786
486,0.736037578,0,0,-0.80351273,1,0.040223687
487,0.394236065,0,0,1.912249883,1,0.004554493
488,-0.911341911,0,0,-0.268271427,0,0.359480933
489,-1.455348531,0,1,-0.779349166,1,-0.773245517
490,2.94223747,1,0,1.0975299,1,-0.997165418
491,-0.319821623,0,1,1.039217402,1,-0.892227073
492,-0.560852807,0,1,-0.333521456,1,0.781680619
493,0.660075538,0,1,-0.965289696,0,0.701829784
494,-0.589174591,0,0,-1.647893062,1,0.92302518
495,1.514643664,0,0,0.420056917,1,1.044782569
496,-3.15469369,0,1,-0.80806649,0,0.589565731
497,1.14879965,0,1,0.802375825,1,-1.08819516
498,4.214881808,1,1,0.162073167,1,1.794299982
499,0.09314685,0,0,0.015756746,1,-0.191152397
500,2.28083406,1,1,-1.629800342,1,0.505561921
501,-0.23596154,0,0,-0.886237659,1,-0.549241282
502,1.251261439,0,0,-0.221812009,1,1.454967044
503,1.502811573,1,1,0.056385117,0,0.656758496
504,-0.178090121,0,0,1.089454694,0,-1.89794789
505,-0.21131673,0,1,-0.777891952,1,-0.667331764
506,-0.331789189,0,0,-0.50486262,0,-0.457921018
507,-0.231558083,0,0,0.176514166,1,-0.859234498
508,0.809881631,0,0,0.764465968,0,0.559599303
509,-0.478969355,0,1,-0.12903104,0,0.916884562
510,-0.438099189,0,1,-1.754289161,1,-0.867045657
