id,outcome,treat,channel,recency,frequency,monetary
10088,159.9679169,1,Ad,19,29,111.7972266
10089,288.3738565,1,Ad,9,4,66.56938406
10090,197.7487057,1,Referral,20,17,19.91929192
10091,143.4170082,1,Ad,26,20,163.1271819
10092,228.9502904,1,Referral,23,16,39.45948084
10093,148.003134,1,Ad,13,20,109.2173435
10094,229.290928,1,Ad,22,16,108.7572592
10095,105.6890837,1,Ad,15,14,97.3945008
10096,274.8983862,1,Organic,8,6,60.86241654
10097,204.287897,1,Ad,10,11,108.5561579
10098,222.0986831,1,Ad,17,15,272.879768
10099,288.1529436,1,Ad,12,10,119.8220197
10100,92.88176067,1,Organic,16,8,60.12461533
10101,262.6509173,1,Ad,7,6,79.04253548
10102,336.727159,1,Organic,12,13,134.9704334
10103,262.6556622,1,Ad,15,20,161.9011377
10104,190.3373127,1,Ad,13,11,32.2460967
10105,470.8734953,1,Ad,10,4,201.7622453
10106,292.4394953,1,Ad,14,18,223.5367027
10107,224.7927691,1,Ad,16,6,136.5404833
10108,102.0477294,1,Ad,19,8,15.36465755
10109,263.2511278,1,Ad,11,8,110.8635361
10110,192.3673876,1,Ad,32,20,137.9317552
10111,263.3941115,1,Organic,18,9,119.0469137
10112,340.3980824,1,Ad,20,15,227.6402687
10113,243.8130532,1,Referral,11,7,134.8228567
10114,244.0891487,1,Ad,20,16,62.6385978
10115,115.6750005,1,Ad,16,19,50.60721761
10116,339.8087407,1,Referral,9,8,121.6453499
10117,231.9093263,1,Referral,11,16,54.0495901
10118,172.5253091,1,Ad,13,28,147.5584857
10119,177.1717042,1,Ad,15,4,50.74650586
10120,158.402906,1,Referral,13,12,62.7017169
10121,193.1261915,1,Organic,35,22,127.3743555
10122,318.5154435,1,Referral,10,9,165.5444586
10123,192.4410396,1,Referral,16,9,27.22886948
10124,210.9482057,1,Referral,14,13,128.3558714
10125,232.7261955,1,Organic,21,35,98.04707845
10126,224.3459734,1,Ad,14,15,182.7282672
10127,216.8388348,1,Ad,14,13,91.15566871
10128,280.545609,1,Organic,22,12,79.91874906
10129,238.6855143,1,Organic,12,15,102.598624
10130,197.7878087,1,Ad,15,11,111.7717525
10131,167.0849113,1,Referral,24,24,144.2972085
10132,170.8329508,1,Organic,9,7,1.892084671
10133,153.6854984,1,Ad,15,11,105.6380364
10134,174.2850538,1,Ad,15,9,110.5796216
10135,330.124192,1,Referral,8,6,111.3494822
10136,202.8560241,1,Organic,18,19,102.9625432
10137,260.2719242,1,Referral,9,11,103.0879678
10138,202.5307853,1,Organic,10,7,38.26029415
10139,179.9679728,1,Organic,10,12,145.1943817
10140,244.979702,1,Referral,22,14,107.5233197
10141,118.6679436,1,Organic,12,15,76.78684179
10142,109.2078938,1,Referral,21,22,140.2472717
10143,199.7313155,1,Ad,12,11,80.98163977
10144,198.2841158,1,Organic,12,15,39.35497977
10145,179.2044287,1,Ad,13,13,86.50106542
10146,166.8837548,1,Organic,13,16,87.89401818
10147,191.6377955,1,Organic,18,19,145.0680894
10148,195.263972,1,Organic,27,27,56.52183883
10149,151.3895785,1,Referral,17,20,21.62301611
10150,143.9846025,1,Organic,18,9,96.34355262
10151,145.4755237,1,Ad,16,9,107.0190104
10152,132.8734392,1,Ad,12,11,138.5826242
10153,356.0152956,1,Ad,9,3,143.8196938
10154,211.5732234,1,Referral,15,12,44.37294249
10155,239.7225575,1,Ad,16,17,97.97655292
10156,193.0597515,1,Referral,30,10,126.9462151
10157,251.0166462,1,Organic,15,14,148.0808427
10158,127.476553,1,Referral,12,11,34.66504237
10159,109.8707086,1,Ad,22,10,55.74546536
10160,271.1501745,1,Organic,19,13,142.9873518
10161,232.7320894,1,Ad,12,14,101.5133862
10162,222.968411,1,Organic,12,8,85.79756074
10163,181.899012,1,Ad,15,9,42.77779688
10164,197.2663947,1,Ad,8,10,100.6080139
10165,96.01325729,1,Ad,17,19,126.7333154
10166,122.4345257,1,Organic,23,7,98.59331233
10167,116.2532724,1,Ad,22,11,71.55963573
10168,232.0236332,1,Ad,17,24,35.1005379
10169,111.6224148,1,Referral,10,9,17.91297267
10170,142.9529288,1,Ad,14,18,82.27236661
10171,201.8744205,1,Organic,21,30,68.37235112
10172,267.529749,1,Organic,7,7,54.66919668
10173,155.749323,1,Organic,17,14,55.1230412
10174,211.2070681,1,Ad,15,7,123.1441716
10175,125.4799246,1,Ad,16,22,87.56784089
10176,177.5893372,1,Organic,15,10,185.3133826
10177,108.4381722,1,Ad,23,13,97.00963256
10178,97.00700714,1,Organic,22,17,107.9499389
10179,296.074395,1,Ad,33,25,13.10936453
10180,144.3411689,1,Ad,16,16,69.44431864
10181,107.2568633,1,Organic,24,17,38.08597732
10182,88.73071976,1,Ad,18,16,194.9393517
10183,137.2946531,1,Organic,16,16,177.4310489
10184,196.3441713,1,Ad,11,11,164.553298
10185,233.5550917,1,Referral,19,15,67.68292525
10186,239.796253,1,Ad,18,12,85.51261003
10187,198.4520721,1,Referral,12,17,72.42814318
10188,268.2920158,1,Organic,12,6,84.81547961
10189,130.6727793,1,Ad,18,26,82.79220153
10190,186.8642268,1,Organic,15,10,55.90905724
10191,115.2846769,1,Organic,14,14,7.338592357
10192,424.5952257,1,Referral,17,5,199.1616931
10193,150.3313404,1,Ad,17,9,64.32777264
10194,210.0972749,1,Referral,12,13,130.8804676
10195,319.5460427,1,Referral,8,3,69.40788911
10196,110.2024721,1,Referral,14,8,139.7969872
10197,119.9896867,1,Referral,29,18,129.4546181
10198,219.007879,1,Organic,20,13,16.05581076
10199,174.6321682,1,Referral,20,22,86.90964992
10200,111.7786826,1,Organic,22,19,46.3598303
10201,178.0004988,1,Organic,11,28,159.9517685
10202,269.7281302,1,Organic,15,11,36.46793221
10203,99.75723423,1,Ad,19,13,94.85418489
10204,187.5504469,1,Organic,13,12,93.0159774
10205,265.5554754,1,Organic,22,17,122.7434143
10206,158.10751,1,Organic,24,28,74.07387267
10207,54.80606613,1,Ad,22,23,159.5110518
10208,81.77016085,1,Ad,22,12,41.35350581
10209,341.6246897,1,Ad,8,4,85.01464843
10210,178.7352554,1,Referral,11,8,98.82074489
10211,128.0646605,1,Organic,15,13,84.72943821
10212,189.7321229,1,Ad,18,26,100.5574753
10213,210.6449619,1,Ad,11,2,8.590698698
10214,187.5977379,1,Organic,10,12,120.4724013
10215,408.9732606,1,Organic,13,22,161.7135696
10216,310.4073576,1,Referral,18,19,160.4174616
10217,157.50417,1,Organic,10,14,41.7254775
10218,110.8017806,1,Organic,21,26,130.1467762
10219,96.27662489,1,Organic,25,35,116.3043984
10220,262.8112751,1,Referral,13,5,170.0740147
10221,160.279227,1,Ad,22,30,155.4014067
10222,213.8372548,1,Ad,9,13,131.7590877
10223,245.2514288,1,Ad,18,20,94.38148669
10224,205.814371,1,Ad,20,9,83.28312656
10225,401.539091,1,Ad,8,3,105.1543828
10226,120.9620526,1,Organic,18,18,5.500364099
10227,251.7890057,1,Referral,16,5,107.6164923
10228,190.7419014,1,Ad,26,16,63.34364484
10229,240.9666063,1,Organic,19,12,145.7449256
10230,203.0418025,1,Organic,11,14,96.15040545
10231,221.9904731,1,Referral,7,8,61.55603912
10232,303.2882388,1,Organic,8,5,122.5711343
10233,270.5605105,1,Ad,14,23,21.21598572
10234,297.5962941,1,Referral,21,19,154.5000964
10235,246.8908107,1,Organic,8,12,93.83646258
10236,449.939924,1,Ad,8,6,115.3407864
10237,133.7356665,1,Organic,14,12,39.23336096
10238,191.062302,1,Ad,22,24,47.11051315
10239,195.8861275,1,Organic,18,12,149.9743424
10240,134.0365418,1,Referral,18,18,37.22211198
10241,203.7823823,1,Ad,29,31,71.05666648
10242,146.2355662,1,Ad,22,14,30.34732667
10243,148.3576436,1,Ad,12,6,27.41210393
10244,217.5934389,1,Organic,14,18,172.5344327
10245,164.5909345,1,Referral,14,11,120.6117512
10246,249.4632208,1,Organic,12,10,100.3695719
10247,114.4200204,1,Organic,20,20,51.64137894
10248,203.9007331,1,Organic,20,19,80.26822832
10249,150.767605,1,Referral,26,18,152.9432781
10250,184.2811024,1,Referral,21,18,183.8013858
10251,104.0014889,1,Organic,17,21,79.60873242
10252,120.3761586,1,Organic,28,28,48.50386243
10253,631.784732,1,Ad,10,2,175.1256936
10254,206.3934853,1,Ad,17,18,34.39945416
10255,189.2967366,1,Ad,15,18,94.95415853
10256,148.3612836,1,Organic,18,11,79.44666804
10257,257.9293402,1,Ad,18,7,137.7015701
10258,271.7062382,1,Ad,17,20,142.1611593
10259,244.5042319,1,Organic,10,5,13.74190105
10260,136.2739685,1,Organic,14,8,52.70902751
10261,122.3069988,1,Referral,18,6,80.86230319
10262,300.5434871,1,Ad,16,10,46.08857679
10263,133.8222277,1,Organic,26,11,28.02190926
10264,212.9882636,1,Ad,13,9,57.46576062
10265,179.441127,1,Ad,25,9,59.82441572
10266,239.0788945,1,Ad,15,9,185.4316548
10267,157.6147213,1,Organic,30,38,84.42845743
10268,287.6333177,1,Ad,10,3,56.9607565
10269,140.9128239,1,Ad,24,17,176.7720085
10270,350.5683931,1,Organic,14,9,56.65642156
10271,153.1074675,1,Ad,20,17,63.04065967
10272,377.7321815,1,Organic,9,5,85.29858876
10273,227.3055209,1,Ad,13,8,159.7125603
10274,181.2115389,1,Referral,20,9,51.90670622
10275,143.8825429,1,Ad,29,51,163.4974657
10276,358.3399943,1,Organic,23,11,143.2887542
10277,182.4273802,1,Referral,18,11,54.77201974
10278,132.1067722,1,Organic,13,11,149.0849784
10279,241.6346167,1,Ad,4,2,42.36423754
10280,251.1808145,1,Ad,14,10,93.23040025
10281,129.4675003,1,Ad,12,12,60.98649146
10282,180.2888495,1,Ad,16,21,2.798954502
10283,151.6340687,1,Referral,15,19,156.370107
10284,201.1748623,1,Referral,14,17,98.01929974
10285,172.2738176,1,Organic,19,20,106.803191
10286,170.7872576,1,Ad,27,17,86.79456905
10287,185.2515777,1,Organic,15,10,121.4359467
10288,115.0755645,1,Ad,11,14,13.89272365
10289,159.7554425,1,Organic,9,11,79.13903136
10290,424.7754193,1,Referral,8,5,101.706404
10291,190.0291876,1,Organic,22,11,129.4174325
10292,236.5161251,1,Ad,12,14,126.1090571
10293,253.0786096,1,Referral,13,9,94.2180336
10294,166.4870194,1,Ad,18,14,23.75558596
10295,120.4284215,1,Organic,16,9,56.00232522
10296,169.910715,1,Organic,23,9,97.3466595
10297,319.9139429,1,Organic,13,19,131.4072082
10298,351.4559326,1,Ad,10,2,55.55990223
10299,225.4622606,1,Organic,13,6,150.1009259
10300,235.4203934,1,Ad,20,10,77.54436314
10301,254.6058934,1,Ad,15,17,93.07639658
10302,170.8259754,1,Referral,21,24,54.36760756
10303,88.78767993,1,Organic,22,26,113.4728088
10304,143.1119729,1,Ad,11,17,127.7729094
10305,156.8839785,1,Referral,9,5,33.07167147
10306,199.4896936,1,Organic,19,9,99.40655437
10307,149.7936908,1,Ad,13,17,65.65849272
10308,187.664065,1,Referral,24,15,143.1591174
10309,343.2549179,1,Organic,15,9,98.0457632
10310,371.2078073,1,Organic,9,4,93.44154177
10311,92.84861609,1,Referral,23,12,115.3506924
10312,226.7297963,1,Organic,17,21,151.471068
10313,113.4291294,1,Ad,18,11,71.95631753
10314,237.1737367,1,Ad,11,5,98.75509114
10315,154.0949713,1,Ad,11,10,50.39695865
10316,175.9512517,1,Ad,16,16,156.2236081
10317,272.6526586,1,Ad,15,8,147.407502
10318,288.1553629,1,Ad,11,8,102.3536909
10319,87.57908601,1,Ad,12,7,3.279953151
10320,212.1330572,1,Referral,12,11,95.50786228
10321,132.2751829,1,Ad,13,17,26.91941623
10322,129.6532704,1,Referral,15,13,144.9901833
10323,186.0906505,1,Ad,16,25,102.7611055
10324,267.1123435,1,Ad,19,19,85.06530824
10325,365.4301077,1,Ad,11,3,96.52437518
10326,187.4229657,1,Ad,8,3,6.723831995
10327,185.0299224,1,Ad,13,12,119.1586302
10328,219.7046251,1,Ad,14,13,117.3363702
10329,271.2614554,1,Organic,12,13,128.0197068
10330,179.1429352,1,Referral,8,16,22.00584886
10331,396.0753429,1,Organic,9,3,162.3550528
10332,149.7622415,1,Referral,19,29,139.4290871
10333,205.6898689,1,Referral,12,5,87.93626722
10334,264.4360855,1,Ad,15,12,153.9506799
10335,311.087187,1,Organic,11,10,75.35905381
10336,779.4091086,1,Ad,10,1,123.8541255
10337,253.5937579,1,Ad,14,8,143.0787942
10338,171.6355765,1,Ad,15,19,132.7406318
10339,182.0156293,1,Referral,11,22,206.6840581
10340,274.9290445,1,Ad,18,12,174.8002662
10341,348.5477305,1,Referral,10,3,107.8996184
10342,173.737575,1,Ad,14,12,123.9356047
10343,108.1406919,1,Organic,17,12,28.95059339
10344,151.4807012,1,Referral,16,19,134.9302803
10345,287.5636864,1,Ad,8,6,97.51411414
10346,243.9175173,1,Ad,15,15,91.08213032
10347,475.163911,1,Ad,12,3,187.8467656
10348,193.1906416,1,Organic,17,15,48.7427824
10349,262.6932754,1,Referral,11,3,113.4314637
10350,128.1406449,1,Ad,8,3,20.59888822
10351,155.3547878,1,Ad,20,21,70.81545824
10352,234.3473967,1,Organic,20,20,69.05569659
10353,193.861424,1,Ad,24,18,143.400421
10354,0,1,Organic,41,40,28.28680834
10355,153.017841,1,Referral,16,4,32.25730447
10356,90.11400943,1,Referral,19,7,14.19486596
10357,116.9221363,1,Organic,21,31,135.1476855
10358,130.0744287,1,Organic,24,14,0.408889221
10359,232.2571889,1,Organic,22,16,122.4634065
10360,239.1935991,1,Organic,9,10,100.8585684
10361,199.0887552,1,Ad,16,8,128.142751
10362,131.0971642,1,Organic,18,22,68.5241378
10363,240.8061939,1,Organic,25,35,54.51426062
10364,293.8121561,1,Ad,10,6,94.61845973
10365,211.2246546,1,Referral,30,22,87.148447
10366,203.6601523,1,Referral,16,13,51.69612739
10367,187.0264047,1,Organic,15,7,89.99018295
10368,252.751283,1,Ad,19,11,200.0561311
10369,247.757554,1,Referral,13,7,57.59115119
10370,154.6729106,1,Organic,9,11,60.46412986
10371,107.4631824,1,Referral,22,24,118.3006896
10372,215.3181522,1,Ad,9,9,121.7404077
10373,129.1763781,1,Referral,14,19,100.6258411
10374,324.0167641,1,Organic,8,4,151.4843029
10375,135.5577002,1,Ad,18,24,122.3278054
10376,185.1976915,1,Ad,15,17,130.6048519
10377,216.5342533,1,Organic,14,14,112.7558983
10378,275.7243418,1,Ad,12,12,135.436529
10379,126.3324157,1,Ad,15,6,5.299083128
10380,173.123005,1,Organic,14,15,51.63143113
10381,392.3213526,1,Ad,10,12,192.8406868
10382,222.6495908,1,Ad,17,12,147.9796125
10383,231.3109086,1,Ad,19,23,39.60659501
10384,191.9580072,1,Ad,19,7,143.7124906
10385,318.9659213,1,Ad,9,3,94.19136472
10386,187.896661,1,Ad,29,34,94.28891898
10387,141.826106,1,Organic,14,9,94.72351105
10388,135.8757908,1,Ad,18,23,161.8816331
10389,264.6677329,1,Referral,19,17,15.47865988
10390,189.5242819,1,Referral,27,22,138.2478357
10391,329.5362125,1,Organic,16,5,126.3474853
10392,154.7456004,1,Organic,16,16,80.36275425
10393,182.7512302,1,Organic,16,12,51.12331073
10394,176.2568025,1,Organic,13,9,117.2245556
10395,250.8269642,1,Ad,14,4,105.0711222
10396,151.6896799,1,Referral,13,14,68.04767456
10397,249.261124,1,Organic,10,7,204.9988849
10398,152.7216039,1,Organic,10,16,131.0915248
10399,322.2368204,1,Ad,14,5,102.0613905
10400,190.8172158,1,Ad,11,8,131.7545643
10401,183.7158792,1,Organic,29,30,118.7468672
10402,308.0996852,1,Ad,12,8,155.8461601
10403,173.3677383,1,Organic,18,13,131.0180593
10404,191.482093,1,Organic,18,5,88.62926503
10405,199.1836508,1,Organic,27,21,88.01816947
10406,159.2398734,1,Ad,12,23,52.83661763
10407,166.3369282,1,Organic,10,6,7.836742411
10408,264.8640753,1,Ad,8,5,87.66603767
10409,227.1906424,1,Organic,8,13,112.0197276
10410,227.0743973,1,Ad,13,8,105.3586889
10411,222.8829244,1,Organic,22,21,82.93460154
10412,227.1872782,1,Referral,17,15,107.1972049
10413,118.7252185,1,Referral,13,17,47.85542775
10414,289.5799934,1,Ad,10,10,138.4954453
10415,154.7068234,1,Referral,28,19,149.6390769
10416,140.1433134,1,Ad,17,19,152.325573
10417,167.4455343,1,Organic,13,22,181.8353022
10418,200.2830054,1,Organic,9,7,35.6595804
10419,346.7446778,1,Ad,19,14,201.4901012
10420,195.6584589,1,Ad,16,14,101.9726834
10421,201.8819005,1,Organic,6,3,47.80874771
10422,227.2213086,1,Referral,16,11,97.19243063
10423,259.2634041,1,Ad,28,35,65.9757261
10424,247.1971916,1,Ad,11,9,102.6722193
10425,307.4438676,1,Referral,14,4,99.14629302
10426,106.2992888,1,Ad,28,29,122.3751948
10427,149.7194961,1,Ad,15,30,75.49150492
10428,154.169996,1,Ad,23,26,57.04860116
10429,155.73182,1,Ad,23,24,163.8503923
10430,280.3400236,1,Ad,16,9,122.1027582
10431,181.206718,1,Organic,26,25,50.98556601
10432,346.3419072,1,Referral,12,4,86.5577357
10433,164.7334078,1,Ad,14,19,114.1545037
10434,230.8857919,1,Referral,26,18,72.94112793
10435,120.5898067,1,Ad,14,27,194.5367816
10436,259.9951392,1,Organic,8,11,159.5265666
10437,180.1065501,1,Ad,20,9,67.32513847
10438,151.0776488,1,Referral,18,13,19.43676908
10439,268.7989178,1,Organic,19,18,150.5464348
10440,209.2990509,1,Organic,17,16,101.5744651
10441,363.2738184,1,Referral,15,8,183.9834702
10442,177.079517,1,Referral,7,11,80.20203916
10443,183.2838377,1,Organic,22,16,133.4501224
10444,170.442919,1,Organic,27,57,117.374351
10445,278.9954355,1,Referral,10,9,15.64294498
10446,166.4487929,1,Organic,22,16,91.91255249
10447,270.9303738,1,Referral,10,6,88.12569296
10448,357.8388191,1,Organic,11,4,169.3325304
10449,123.0177568,1,Organic,15,14,76.26337582
10450,123.4430499,1,Ad,23,16,117.0012053
10451,92.6526743,1,Ad,21,28,118.0851783
10452,531.5392999,1,Organic,10,2,158.4590882
10453,235.6524805,1,Referral,13,9,40.24049901
10454,89.83343426,1,Referral,25,13,84.40218812
10455,214.6096565,1,Organic,15,7,47.18310168
10456,179.1347774,1,Organic,15,17,86.36244263
10457,164.3352771,1,Ad,11,8,76.43778669
10458,190.9843411,1,Organic,21,23,106.9305781
10459,117.5213949,1,Organic,10,10,25.85605314
10460,208.7049637,1,Ad,23,17,69.84088316
10461,201.1078473,1,Ad,10,13,187.9546193
10462,205.10907,1,Referral,10,13,84.69500608
10463,192.7865042,1,Ad,13,12,154.6710409
10464,256.3201419,1,Organic,8,7,190.6750795
10465,308.6177232,1,Ad,6,11,114.9327964
10466,202.2022051,1,Ad,20,13,106.0127862
10467,249.6964761,1,Organic,11,15,168.7430643
10468,187.6334487,1,Ad,23,19,92.27849808
10469,67.9261968,1,Organic,20,32,111.8690079
10470,112.4517422,1,Organic,17,14,74.26660516
10471,327.1626754,1,Ad,7,4,173.3455489
10472,201.8228277,1,Ad,11,8,137.7326284
10473,227.1348735,1,Ad,10,6,44.62687323
10474,162.3006622,1,Referral,19,18,78.98089712
10475,129.8314842,1,Ad,13,23,26.64023549
10476,160.4617668,1,Referral,12,10,78.94410437
10477,190.1710995,1,Organic,20,11,146.8582729
10478,211.2172521,1,Organic,22,33,132.7774672
10479,175.343379,1,Organic,20,25,122.9997419
10480,187.9239504,1,Ad,28,30,74.30728972
10481,322.7833708,1,Organic,10,3,67.83752094
10482,365.8800881,1,Organic,36,18,76.07153692
10483,254.8643548,1,Organic,9,11,210.78461
10484,204.2240598,1,Ad,23,22,143.3678893
10485,198.1994204,1,Ad,26,41,115.6102564
10486,167.2655553,1,Ad,16,4,61.96978391
10487,285.481586,1,Organic,22,26,135.666813
10488,241.2009179,1,Organic,14,12,119.1125217
10489,219.7065703,1,Organic,12,12,105.1653735
10490,259.062326,1,Ad,16,24,66.80384231
10491,184.845894,1,Organic,20,13,180.4396086
10492,176.2508268,1,Organic,12,11,101.6596098
10493,186.0363912,1,Referral,11,7,131.89735
10494,130.4545482,1,Ad,13,20,147.0817298
10495,248.5229662,1,Organic,20,16,62.2721194
10496,183.5007875,1,Ad,22,13,49.48315986
10497,204.4882606,1,Organic,12,12,113.4456208
10498,355.8771675,1,Ad,18,7,127.6023455
10499,233.7873643,1,Organic,11,7,131.8010242
10500,100.7055978,1,Organic,18,24,124.140262
10501,115.6719009,1,Organic,18,27,86.15895381
10502,243.5208623,1,Referral,30,13,93.44030856
10503,237.486341,1,Referral,11,7,122.7140977
10504,204.0496558,1,Ad,23,27,73.21349643
10505,407.1824344,1,Organic,9,3,127.282962
10506,213.0974818,1,Referral,11,10,26.98575937
10507,193.7881135,1,Organic,18,15,126.63439
10508,108.1531404,1,Referral,28,11,111.9712952
10509,135.7153137,1,Ad,12,8,33.94645176
10510,202.3044562,1,Referral,15,23,154.6801726
10511,115.3244208,1,Ad,26,37,94.39518132
10512,246.5075575,1,Referral,19,7,159.0856172
10513,86.02844628,1,Referral,12,14,0.366385919
10514,147.9512956,1,Organic,14,4,65.60962085
10515,178.2208487,1,Ad,16,8,79.75912744
10516,125.8496254,1,Referral,24,27,113.0476144
10517,230.2040839,1,Organic,20,14,47.63381209
10518,172.9233854,1,Ad,12,14,166.3230752
10519,178.5989427,1,Organic,12,11,31.34254774
10520,187.5263485,1,Ad,16,10,103.7802055
10521,140.6033539,1,Referral,13,19,61.14419145
10522,120.9050951,1,Ad,15,12,50.88992343
10523,96.93563125,1,Ad,16,14,108.0949612
10524,103.2096961,1,Referral,19,11,112.5312901
10525,257.6220775,1,Organic,15,15,108.8270546
10526,120.1281076,1,Referral,18,20,68.37387927
10527,159.4684113,1,Ad,14,6,91.55984591
10528,260.9385995,1,Ad,15,5,145.5080526
10529,60.17023709,1,Organic,23,23,90.990389
10530,179.1391941,1,Ad,12,11,86.41473185
10531,295.0883593,1,Ad,11,4,91.70721323
10532,321.6273201,1,Organic,6,10,186.0369945
10533,161.5474347,1,Ad,20,18,90.62482512
10534,110.1187264,1,Referral,25,17,55.15101186
10535,192.5768839,1,Ad,16,8,52.47371255
10536,142.2434708,1,Referral,16,8,71.24328267
10537,203.7047124,1,Organic,16,22,115.5847045
10538,394.9350713,1,Organic,13,3,177.8061412
10539,204.876944,1,Organic,18,15,99.41938524
10540,199.8587184,1,Organic,21,17,125.5131871
10541,93.25015412,1,Ad,18,20,64.28182807
10542,218.1620606,1,Organic,14,11,133.4401064
10543,219.1748574,1,Referral,14,10,121.2434092
10544,342.9188741,1,Ad,10,6,83.71881084
10545,259.9654037,1,Organic,7,17,44.96490302
10546,455.5360246,1,Ad,7,3,173.8614124
10547,183.2863984,1,Referral,12,12,101.9636234
10548,177.3445863,1,Referral,23,10,16.46277942
10549,157.6177395,1,Referral,12,17,73.84374046
10550,362.1278431,1,Referral,10,2,89.15323444
10551,184.7389836,1,Ad,15,15,64.99910644
10552,122.0108241,1,Ad,20,13,106.0265815
10553,118.0570449,1,Referral,17,13,38.1329014
10554,138.3222202,1,Ad,14,11,61.78398916
10555,179.3414818,1,Referral,29,21,63.36900264
10556,203.2712905,1,Referral,15,19,57.29546569
10557,138.2637296,1,Organic,14,10,30.6477932
10558,245.3259759,1,Ad,16,13,41.06703086
10559,280.077052,1,Organic,8,8,186.4339704
10560,147.1332811,1,Referral,20,27,86.90759156
10561,237.2228111,1,Ad,14,18,64.94677481
10562,173.843735,1,Referral,14,6,50.80607728
